23,3,535.93,422.53,334.06,501.74,0.61,-1,-1,-1
23,1,535.14,563.81,893.62,516.18,0.84,-1,-1,-1
23,7,882.08,450.55,340.62,413.72,0.39,-1,-1,-1
24,3,527.12,415.50,342.03,497.52,0.68,-1,-1,-1
24,1,524.62,594.56,927.00,485.44,0.91,-1,-1,-1
24,7,932.89,437.47,295.85,422.86,0.60,-1,-1,-1
25,3,528.83,410.34,337.87,494.90,0.82,-1,-1,-1
25,1,523.84,604.43,939.75,475.57,0.92,-1,-1,-1
25,7,964.66,436.06,266.15,420.33,0.81,-1,-1,-1
26,3,556.32,405.52,309.26,496.93,0.80,-1,-1,-1
26,1,528.21,608.10,942.77,467.90,0.91,-1,-1,-1
26,7,976.90,431.20,253.45,420.56,0.74,-1,-1,-1
27,3,579.63,410.63,286.15,487.81,0.84,-1,-1,-1
27,1,536.27,607.31,940.22,465.21,0.88,-1,-1,-1
27,7,982.90,425.10,247.35,424.69,0.87,-1,-1,-1
28,3,598.83,407.42,267.73,486.74,0.82,-1,-1,-1
28,1,546.07,606.24,931.86,463.34,0.89,-1,-1,-1
28,7,987.63,419.66,242.10,427.22,0.88,-1,-1,-1
29,3,639.10,401.22,228.60,488.92,0.84,-1,-1,-1
29,1,559.16,605.04,919.34,462.06,0.54,-1,-1,-1
29,7,994.56,410.50,235.73,430.65,0.85,-1,-1,-1
29,6,857.83,607.85,277.56,471.42,0.64,-1,-1,-1
30,3,661.28,394.79,206.36,494.12,0.85,-1,-1,-1
30,1,562.58,609.98,904.65,466.51,0.53,-1,-1,-1
30,7,998.46,404.08,231.15,436.32,0.82,-1,-1,-1
30,6,862.42,608.57,273.58,470.79,0.49,-1,-1,-1
31,3,669.64,388.63,199.06,497.72,0.85,-1,-1,-1
31,1,572.39,607.73,896.79,465.99,0.32,-1,-1,-1
31,7,1001.81,398.18,227.12,441.65,0.83,-1,-1,-1
31,6,861.58,613.94,275.61,465.90,0.61,-1,-1,-1
32,3,674.39,384.85,197.82,497.13,0.85,-1,-1,-1
32,1,607.44,621.15,860.02,456.48,0.42,-1,-1,-1
32,7,1005.45,393.12,222.88,446.47,0.88,-1,-1,-1
32,6,861.33,622.03,279.84,457.55,0.61,-1,-1,-1
33,3,677.93,380.79,201.67,497.39,0.85,-1,-1,-1
33,1,592.59,634.49,869.57,443.92,0.83,-1,-1,-1
33,7,1010.21,388.19,216.96,448.65,0.88,-1,-1,-1
33,6,864.35,632.86,280.21,446.34,0.16,-1,-1,-1
33,10,885.99,439.75,83.35,257.24,0.62,-1,-1,-1
34,3,684.78,375.73,198.97,498.01,0.86,-1,-1,-1
34,1,594.63,653.60,862.25,422.01,0.90,-1,-1,-1
34,7,1019.06,382.11,207.76,446.53,0.88,-1,-1,-1
34,10,890.58,436.62,79.53,272.95,0.64,-1,-1,-1
35,3,687.65,373.00,198.85,497.53,0.87,-1,-1,-1
35,1,595.99,669.66,857.75,399.23,0.91,-1,-1,-1
35,7,1024.71,378.02,200.84,446.94,0.89,-1,-1,-1
35,10,890.23,432.20,81.86,284.28,0.71,-1,-1,-1
36,3,689.24,371.76,202.00,495.42,0.87,-1,-1,-1
36,1,596.03,684.63,852.75,377.24,0.90,-1,-1,-1
36,7,1028.03,375.23,196.06,447.78,0.88,-1,-1,-1
36,10,890.18,430.01,83.75,290.68,0.71,-1,-1,-1
37,3,692.25,371.59,199.59,493.21,0.85,-1,-1,-1
37,1,595.56,694.07,848.87,361.62,0.90,-1,-1,-1
37,7,1027.29,373.20,194.77,449.16,0.88,-1,-1,-1
37,10,889.96,428.91,84.56,295.81,0.65,-1,-1,-1
38,3,694.96,363.77,197.40,499.84,0.86,-1,-1,-1
38,1,595.83,713.65,843.62,338.35,0.93,-1,-1,-1
38,7,1024.69,372.66,195.57,448.06,0.88,-1,-1,-1
38,10,890.20,428.28,86.55,306.38,0.75,-1,-1,-1
39,3,698.67,359.89,195.75,500.03,0.88,-1,-1,-1
39,1,598.83,733.37,829.93,298.55,0.91,-1,-1,-1
39,7,1021.63,374.41,192.70,449.05,0.89,-1,-1,-1
39,10,887.70,426.84,88.86,324.86,0.76,-1,-1,-1
40,3,701.63,357.15,194.12,500.14,0.89,-1,-1,-1
40,1,601.38,749.73,818.09,273.61,0.92,-1,-1,-1
40,7,1020.56,375.43,182.70,448.65,0.90,-1,-1,-1
40,10,885.57,426.39,92.52,336.14,0.71,-1,-1,-1
41,3,703.48,354.48,193.49,502.08,0.90,-1,-1,-1
41,1,607.53,763.40,803.57,255.93,0.92,-1,-1,-1
41,7,1020.34,375.94,168.63,448.07,0.89,-1,-1,-1
41,10,882.92,426.22,96.72,346.41,0.75,-1,-1,-1
42,3,704.47,354.12,192.71,501.23,0.90,-1,-1,-1
42,1,614.87,779.35,789.40,236.97,0.90,-1,-1,-1
42,7,1018.06,376.64,156.78,447.02,0.89,-1,-1,-1
42,10,880.06,426.08,100.76,348.93,0.78,-1,-1,-1
43,3,704.47,355.71,192.09,497.16,0.89,-1,-1,-1
43,1,624.31,796.62,771.86,215.57,0.89,-1,-1,-1
43,7,1018.14,378.89,150.23,443.49,0.87,-1,-1,-1
43,10,878.03,427.06,104.23,347.16,0.80,-1,-1,-1
44,3,709.06,362.98,186.47,485.45,0.88,-1,-1,-1
44,1,651.15,813.38,732.49,191.37,0.90,-1,-1,-1
44,7,1016.11,385.88,146.90,433.45,0.86,-1,-1,-1
44,10,869.56,430.87,114.61,342.71,0.75,-1,-1,-1
45,3,711.85,371.41,188.47,474.42,0.78,-1,-1,-1
45,1,677.88,824.70,699.63,178.32,0.88,-1,-1,-1
45,7,1020.66,391.80,140.46,422.88,0.87,-1,-1,-1
45,10,858.20,433.44,125.74,334.26,0.68,-1,-1,-1
46,3,718.18,379.46,238.14,483.60,0.70,-1,-1,-1
46,1,761.06,829.35,611.13,173.12,0.62,-1,-1,-1
46,7,1011.08,398.30,148.00,411.87,0.87,-1,-1,-1
46,10,855.97,409.48,129.42,358.14,0.11,-1,-1,-1
47,3,738.14,388.20,238.95,486.62,0.90,-1,-1,-1
47,1,809.14,825.14,555.34,177.68,0.78,-1,-1,-1
47,7,991.62,405.25,164.25,401.93,0.89,-1,-1,-1
48,3,764.58,394.07,222.60,429.79,0.83,-1,-1,-1
48,1,813.69,818.73,537.89,188.27,0.84,-1,-1,-1
48,7,979.53,408.61,174.24,397.37,0.86,-1,-1,-1
49,3,791.53,391.43,187.19,435.60,0.69,-1,-1,-1
49,1,801.57,809.71,534.49,201.21,0.79,-1,-1,-1
49,7,969.20,401.39,182.30,403.93,0.81,-1,-1,-1
50,3,802.18,371.46,223.92,451.57,0.73,-1,-1,-1
50,1,789.49,803.82,538.27,211.18,0.76,-1,-1,-1
50,7,968.79,376.31,180.18,425.30,0.77,-1,-1,-1
51,3,818.57,358.24,239.15,461.29,0.77,-1,-1,-1
51,1,781.02,802.54,540.88,213.62,0.87,-1,-1,-1
51,7,972.62,378.43,172.65,420.99,0.75,-1,-1,-1
52,3,827.72,330.09,252.43,488.17,0.89,-1,-1,-1
52,1,775.17,800.24,543.37,211.04,0.89,-1,-1,-1
52,7,963.51,351.58,176.78,443.99,0.64,-1,-1,-1
52,11,789.80,425.66,88.06,327.39,0.56,-1,-1,-1
53,3,833.91,288.57,279.90,532.37,0.77,-1,-1,-1
53,1,768.48,783.36,548.22,222.86,0.88,-1,-1,-1
53,11,779.65,429.86,109.81,322.13,0.55,-1,-1,-1
54,3,864.34,295.46,263.97,531.13,0.87,-1,-1,-1
54,1,762.30,779.37,553.17,213.39,0.84,-1,-1,-1
54,11,747.32,411.53,114.45,354.08,0.66,-1,-1,-1
55,3,895.76,328.86,242.67,501.89,0.82,-1,-1,-1
55,1,755.47,769.76,561.53,211.02,0.84,-1,-1,-1
55,11,729.62,419.36,112.38,351.86,0.79,-1,-1,-1
56,3,912.93,357.34,229.15,471.66,0.86,-1,-1,-1
56,1,753.67,774.55,579.55,198.88,0.86,-1,-1,-1
56,11,724.68,430.90,106.52,340.02,0.80,-1,-1,-1
57,3,900.27,362.65,242.82,462.94,0.88,-1,-1,-1
57,1,753.25,770.60,592.88,194.73,0.85,-1,-1,-1
57,11,723.94,437.21,100.02,331.62,0.80,-1,-1,-1
58,1,755.81,775.40,601.01,180.80,0.83,-1,-1,-1
58,11,725.11,439.77,93.31,325.07,0.81,-1,-1,-1
58,10,883.34,375.32,130.91,408.88,0.45,-1,-1,-1
58,7,949.01,369.70,185.36,447.81,0.72,-1,-1,-1
59,1,758.04,778.98,618.82,167.93,0.79,-1,-1,-1
59,11,718.61,442.15,98.00,320.14,0.72,-1,-1,-1
59,10,882.80,374.96,125.64,407.37,0.19,-1,-1,-1
59,3,893.86,367.93,248.97,449.52,0.82,-1,-1,-1
60,1,759.43,773.30,627.08,166.03,0.79,-1,-1,-1
60,11,712.25,443.35,102.36,316.35,0.77,-1,-1,-1
60,10,885.86,393.93,118.48,387.87,0.54,-1,-1,-1
60,3,891.56,374.36,247.90,440.20,0.67,-1,-1,-1
61,1,764.49,741.85,628.20,196.38,0.71,-1,-1,-1
61,11,707.08,444.58,106.69,312.73,0.78,-1,-1,-1
61,10,887.84,404.45,109.07,377.34,0.61,-1,-1,-1
61,7,986.50,376.13,148.30,437.75,0.80,-1,-1,-1
62,1,766.12,726.87,629.79,209.89,0.74,-1,-1,-1
62,11,703.33,445.65,110.45,310.05,0.74,-1,-1,-1
62,10,886.03,410.73,110.51,367.24,0.59,-1,-1,-1
62,7,996.11,377.76,139.54,434.53,0.77,-1,-1,-1
63,1,772.05,528.61,624.28,402.43,0.74,-1,-1,-1
63,11,701.30,447.63,119.48,307.21,0.71,-1,-1,-1
63,7,1006.88,380.61,129.36,429.71,0.81,-1,-1,-1
64,1,800.64,464.08,594.08,462.64,0.77,-1,-1,-1
64,11,702.84,448.51,123.02,306.11,0.81,-1,-1,-1
64,7,1014.43,384.87,130.38,417.78,0.82,-1,-1,-1
65,1,814.22,435.03,581.35,488.97,0.41,-1,-1,-1
65,11,706.05,448.65,120.50,305.77,0.81,-1,-1,-1
65,7,1017.45,385.99,139.96,398.82,0.79,-1,-1,-1
65,6,829.86,675.19,563.53,249.58,0.64,-1,-1,-1
66,11,711.47,449.01,111.20,304.91,0.79,-1,-1,-1
66,7,1019.19,386.05,145.38,370.39,0.83,-1,-1,-1
66,6,824.94,670.59,570.66,247.06,0.86,-1,-1,-1
66,10,880.13,426.45,106.87,279.32,0.59,-1,-1,-1
67,11,718.67,447.23,103.04,305.63,0.74,-1,-1,-1
67,7,1020.69,385.68,148.58,344.74,0.85,-1,-1,-1
67,6,825.63,662.59,564.93,248.80,0.82,-1,-1,-1
67,10,880.57,425.60,101.79,260.16,0.26,-1,-1,-1
68,11,729.26,444.63,93.67,308.15,0.70,-1,-1,-1
68,7,1022.06,383.97,147.28,327.56,0.81,-1,-1,-1
68,6,831.93,655.94,547.87,253.33,0.74,-1,-1,-1
68,10,885.21,422.22,93.37,252.10,0.17,-1,-1,-1
69,11,737.28,446.41,87.41,307.85,0.71,-1,-1,-1
69,7,1012.48,387.67,134.67,392.82,0.43,-1,-1,-1
69,6,845.39,650.81,515.50,254.64,0.61,-1,-1,-1
69,10,881.09,415.90,94.12,251.12,0.51,-1,-1,-1
70,11,731.58,452.57,95.89,301.09,0.73,-1,-1,-1
70,7,1001.94,394.10,134.26,411.74,0.52,-1,-1,-1
70,6,857.30,648.04,491.69,254.40,0.32,-1,-1,-1
70,10,863.62,416.16,108.18,380.73,0.56,-1,-1,-1
71,11,726.59,451.57,132.81,301.11,0.50,-1,-1,-1
71,6,877.73,651.30,461.40,241.52,0.13,-1,-1,-1
71,10,843.29,417.50,132.21,367.64,0.48,-1,-1,-1
71,1,884.19,404.86,452.49,493.82,0.75,-1,-1,-1
72,11,721.50,455.85,143.43,296.52,0.75,-1,-1,-1
72,6,890.50,648.65,439.47,248.34,0.52,-1,-1,-1
72,10,827.55,422.50,147.99,327.32,0.29,-1,-1,-1
72,1,889.74,413.00,300.26,484.51,0.44,-1,-1,-1
73,11,715.99,466.75,142.21,286.89,0.69,-1,-1,-1
73,6,891.58,636.94,433.77,258.45,0.28,-1,-1,-1
73,10,803.01,429.48,186.77,334.65,0.16,-1,-1,-1
73,1,813.23,420.91,479.84,475.37,0.46,-1,-1,-1
74,11,712.85,476.00,142.62,279.08,0.52,-1,-1,-1
74,10,790.13,437.12,194.02,331.65,0.65,-1,-1,-1
74,1,859.62,430.26,452.21,457.99,0.75,-1,-1,-1
75,11,708.27,482.97,146.56,263.37,0.39,-1,-1,-1
75,10,789.42,444.85,189.22,326.92,0.68,-1,-1,-1
75,1,910.15,452.56,339.34,409.50,0.20,-1,-1,-1
76,11,704.70,484.64,133.20,253.62,0.30,-1,-1,-1
76,10,771.76,449.52,199.22,322.84,0.76,-1,-1,-1
76,1,992.95,555.02,311.94,307.27,0.84,-1,-1,-1
77,11,706.94,483.21,111.72,233.07,0.24,-1,-1,-1
77,10,763.81,448.94,203.23,325.59,0.68,-1,-1,-1
77,1,1015.71,566.91,304.50,295.05,0.66,-1,-1,-1
77,7,892.82,496.11,224.16,274.89,0.55,-1,-1,-1
78,11,713.37,479.62,118.02,257.02,0.24,-1,-1,-1
78,10,762.30,457.92,202.56,315.35,0.80,-1,-1,-1
78,1,1074.38,558.06,249.28,302.59,0.20,-1,-1,-1
78,7,891.29,504.47,230.29,289.84,0.61,-1,-1,-1
79,11,718.79,477.99,116.21,268.06,0.42,-1,-1,-1
79,10,790.26,463.32,173.71,308.90,0.60,-1,-1,-1
79,1,1101.92,548.60,220.18,311.93,0.58,-1,-1,-1
79,7,892.16,505.94,228.79,292.88,0.75,-1,-1,-1
80,11,722.42,484.35,96.44,247.20,0.49,-1,-1,-1
80,10,750.90,468.63,205.02,302.33,0.45,-1,-1,-1
80,1,1124.30,540.07,203.50,321.44,0.87,-1,-1,-1
80,7,932.84,510.79,182.49,286.23,0.61,-1,-1,-1
81,11,723.46,485.58,86.87,238.63,0.60,-1,-1,-1
81,10,800.34,475.10,151.45,295.43,0.74,-1,-1,-1
81,1,1135.37,536.76,214.96,325.03,0.87,-1,-1,-1
81,7,958.99,516.30,151.52,282.93,0.84,-1,-1,-1
82,11,721.97,502.34,95.40,219.44,0.70,-1,-1,-1
82,10,825.67,481.02,137.62,288.91,0.74,-1,-1,-1
82,1,1138.01,536.29,239.40,325.84,0.91,-1,-1,-1
82,7,965.31,524.42,139.58,276.89,0.81,-1,-1,-1
83,11,721.12,514.39,104.56,219.94,0.65,-1,-1,-1
83,10,831.66,487.67,143.23,282.68,0.58,-1,-1,-1
83,1,1138.17,537.87,240.98,324.48,0.91,-1,-1,-1
83,7,962.88,532.24,153.43,269.20,0.83,-1,-1,-1
84,11,719.19,526.08,110.41,218.23,0.78,-1,-1,-1
84,10,832.65,492.28,152.01,278.62,0.72,-1,-1,-1
84,1,1137.23,541.34,232.00,321.41,0.90,-1,-1,-1
84,7,961.10,539.60,174.16,262.87,0.87,-1,-1,-1
85,11,716.47,543.97,103.73,209.60,0.75,-1,-1,-1
85,10,830.31,512.22,156.81,259.65,0.73,-1,-1,-1
85,1,1135.08,545.65,228.18,318.61,0.90,-1,-1,-1
85,7,958.21,546.02,188.08,257.95,0.88,-1,-1,-1
86,11,715.02,553.09,95.96,203.65,0.81,-1,-1,-1
86,10,828.58,532.51,156.78,238.13,0.79,-1,-1,-1
86,1,1133.39,546.43,234.44,319.19,0.90,-1,-1,-1
86,7,956.66,547.45,192.78,256.89,0.87,-1,-1,-1
87,11,714.60,558.30,88.82,199.19,0.84,-1,-1,-1
87,10,825.31,552.08,159.62,217.92,0.85,-1,-1,-1
87,1,1132.26,546.64,235.33,320.15,0.87,-1,-1,-1
87,7,955.88,545.63,192.38,259.63,0.87,-1,-1,-1
88,11,714.10,562.10,86.60,197.21,0.85,-1,-1,-1
88,10,825.15,559.93,156.81,211.76,0.78,-1,-1,-1
88,1,1131.11,547.05,224.13,321.50,0.86,-1,-1,-1
88,7,955.79,545.59,189.33,261.34,0.87,-1,-1,-1
89,11,705.36,565.93,94.02,194.91,0.84,-1,-1,-1
89,10,822.92,562.68,163.80,210.88,0.68,-1,-1,-1
89,1,1127.34,543.78,197.08,326.13,0.87,-1,-1,-1
89,7,949.58,545.25,186.67,262.90,0.84,-1,-1,-1
90,11,693.18,580.85,105.80,181.75,0.80,-1,-1,-1
90,10,818.64,563.95,133.37,213.39,0.78,-1,-1,-1
90,1,1119.13,540.72,192.45,333.16,0.88,-1,-1,-1
90,7,951.64,550.00,152.16,260.62,0.85,-1,-1,-1
91,11,686.34,588.62,111.96,175.53,0.82,-1,-1,-1
91,10,816.47,563.38,119.65,214.73,0.78,-1,-1,-1
91,1,1098.98,536.22,206.72,341.09,0.86,-1,-1,-1
91,7,941.72,553.37,148.49,259.70,0.83,-1,-1,-1
92,11,683.07,594.22,115.46,171.28,0.80,-1,-1,-1
92,10,813.55,566.40,120.33,213.73,0.74,-1,-1,-1
92,1,1078.05,533.22,223.99,346.85,0.84,-1,-1,-1
92,7,938.08,562.07,147.20,252.14,0.83,-1,-1,-1
93,11,680.82,596.73,117.86,169.67,0.80,-1,-1,-1
93,10,804.87,570.58,118.64,212.58,0.77,-1,-1,-1
93,1,1052.64,535.01,247.20,347.66,0.83,-1,-1,-1
93,7,930.20,570.77,154.09,245.40,0.85,-1,-1,-1
94,11,677.79,599.67,120.49,167.89,0.82,-1,-1,-1
94,10,799.40,576.99,116.30,207.98,0.83,-1,-1,-1
94,1,1062.59,545.79,235.72,338.99,0.66,-1,-1,-1
94,7,923.63,577.04,157.14,241.29,0.73,-1,-1,-1
95,11,673.35,607.78,124.70,161.10,0.70,-1,-1,-1
95,10,785.25,591.90,117.66,192.73,0.66,-1,-1,-1
95,1,1059.32,569.39,237.91,317.72,0.60,-1,-1,-1
95,7,872.52,579.19,232.80,242.16,0.51,-1,-1,-1
96,11,667.84,618.39,123.87,151.98,0.49,-1,-1,-1
96,10,776.60,601.86,122.43,183.02,0.71,-1,-1,-1
96,1,947.18,590.89,350.30,299.70,0.61,-1,-1,-1
96,7,877.43,596.05,211.96,223.71,0.22,-1,-1,-1
97,11,660.39,636.73,121.96,136.37,0.14,-1,-1,-1
97,10,768.14,617.57,140.15,168.26,0.39,-1,-1,-1
97,1,907.40,614.63,388.49,277.90,0.38,-1,-1,-1
97,7,880.26,620.20,229.18,201.71,0.14,-1,-1,-1
98,10,698.75,628.46,203.82,158.07,0.17,-1,-1,-1
98,1,966.45,656.31,329.64,238.86,0.23,-1,-1,-1
98,7,867.64,638.46,228.72,185.98,0.14,-1,-1,-1
99,10,714.39,635.62,181.00,153.56,0.34,-1,-1,-1
99,1,981.33,673.49,313.44,223.46,0.85,-1,-1,-1
99,7,868.87,654.29,202.27,173.09,0.57,-1,-1,-1
100,10,710.55,650.91,171.30,143.85,0.41,-1,-1,-1
100,1,959.24,695.72,332.94,206.74,0.50,-1,-1,-1
100,7,863.19,672.09,192.24,158.78,0.50,-1,-1,-1
101,1,892.37,693.70,398.37,211.92,0.37,-1,-1,-1
101,7,856.64,681.27,201.25,153.94,0.15,-1,-1,-1
102,1,913.03,714.03,375.69,193.80,0.36,-1,-1,-1
102,7,850.61,683.90,203.89,152.22,0.11,-1,-1,-1
103,1,903.53,721.24,384.21,189.33,0.46,-1,-1,-1
104,1,896.10,729.41,390.08,182.05,0.38,-1,-1,-1
105,1,835.59,719.84,447.61,195.32,0.42,-1,-1,-1
106,1,710.67,702.31,573.51,215.96,0.63,-1,-1,-1
107,1,664.96,699.16,620.52,220.20,0.69,-1,-1,-1
108,1,636.83,696.23,649.58,224.51,0.72,-1,-1,-1
109,1,635.12,695.90,652.48,224.15,0.65,-1,-1,-1
110,1,620.87,693.46,670.01,225.85,0.57,-1,-1,-1
111,1,687.01,703.43,605.91,213.73,0.62,-1,-1,-1
112,1,713.78,709.62,581.78,204.65,0.85,-1,-1,-1
113,1,732.09,702.41,566.68,210.18,0.74,-1,-1,-1
114,1,794.04,693.33,508.84,215.78,0.58,-1,-1,-1
115,1,749.48,671.02,558.60,230.02,0.84,-1,-1,-1
116,1,801.72,661.70,508.20,233.29,0.55,-1,-1,-1
117,1,748.76,645.43,560.84,246.40,0.86,-1,-1,-1
118,1,724.65,638.19,582.75,250.43,0.84,-1,-1,-1
118,21,543.00,619.38,231.50,172.66,0.44,-1,-1,-1
119,1,725.03,637.35,581.21,246.92,0.79,-1,-1,-1
119,21,602.58,618.42,159.99,172.76,0.44,-1,-1,-1
120,1,779.22,649.80,522.72,227.59,0.74,-1,-1,-1
120,21,638.23,620.25,89.84,163.89,0.19,-1,-1,-1
121,1,756.04,656.32,543.89,217.65,0.74,-1,-1,-1
121,22,505.23,615.99,114.70,134.15,0.33,-1,-1,-1
121,23,636.80,628.63,187.40,155.76,0.47,-1,-1,-1
122,1,800.67,658.64,504.03,213.00,0.64,-1,-1,-1
122,22,504.72,613.06,110.71,136.30,0.27,-1,-1,-1
122,23,639.08,626.97,185.78,156.82,0.55,-1,-1,-1
122,24,555.39,617.16,160.53,156.89,0.53,-1,-1,-1
123,1,819.60,657.00,491.47,213.23,0.68,-1,-1,-1
123,22,504.42,611.24,114.28,137.23,0.21,-1,-1,-1
123,23,639.32,624.49,195.31,159.64,0.67,-1,-1,-1
123,24,553.38,612.44,161.28,159.26,0.60,-1,-1,-1
124,1,835.42,653.86,482.00,215.41,0.80,-1,-1,-1
124,22,511.07,612.38,115.18,131.04,0.32,-1,-1,-1
124,23,639.08,622.93,205.77,162.87,0.74,-1,-1,-1
124,24,553.75,610.63,164.45,152.01,0.47,-1,-1,-1
125,1,847.92,649.65,478.96,214.85,0.76,-1,-1,-1
125,22,508.74,612.12,125.30,137.22,0.22,-1,-1,-1
125,23,641.41,619.14,217.22,165.01,0.69,-1,-1,-1
125,24,557.46,608.21,168.63,147.37,0.48,-1,-1,-1
126,1,853.63,645.11,478.66,218.07,0.74,-1,-1,-1
126,22,509.54,611.63,137.62,140.18,0.45,-1,-1,-1
126,23,635.62,618.67,231.29,167.55,0.43,-1,-1,-1
126,24,568.95,609.80,164.73,153.04,0.58,-1,-1,-1
127,1,854.66,638.43,487.21,223.27,0.56,-1,-1,-1
127,22,535.66,613.04,115.17,142.75,0.38,-1,-1,-1
127,23,645.44,617.46,195.91,162.38,0.18,-1,-1,-1
127,24,564.08,613.16,173.96,152.85,0.60,-1,-1,-1
128,1,767.23,632.84,577.39,228.28,0.67,-1,-1,-1
128,22,501.22,618.23,142.17,138.83,0.37,-1,-1,-1
128,23,684.00,623.68,153.61,163.58,0.15,-1,-1,-1
128,24,561.95,620.56,176.77,146.43,0.75,-1,-1,-1
129,1,732.10,635.39,583.25,225.78,0.76,-1,-1,-1
129,22,492.70,621.89,149.85,130.52,0.36,-1,-1,-1
129,24,558.83,631.68,208.70,135.68,0.62,-1,-1,-1
130,1,724.66,642.37,625.61,218.29,0.74,-1,-1,-1
130,24,521.84,639.04,255.87,131.96,0.45,-1,-1,-1
131,1,720.76,637.71,655.80,220.46,0.69,-1,-1,-1
131,24,506.29,649.40,264.03,117.89,0.21,-1,-1,-1
132,1,581.34,647.92,812.13,211.55,0.35,-1,-1,-1
132,24,502.51,662.65,245.24,101.41,0.11,-1,-1,-1
133,1,647.78,635.78,752.86,223.11,0.50,-1,-1,-1
134,1,661.61,634.47,746.66,222.95,0.74,-1,-1,-1
135,1,644.93,642.44,768.23,212.66,0.64,-1,-1,-1
136,1,652.30,647.88,762.00,205.78,0.69,-1,-1,-1
137,1,679.61,648.94,734.35,203.28,0.67,-1,-1,-1
138,1,669.36,650.18,743.73,201.40,0.74,-1,-1,-1
139,1,663.35,649.58,747.35,202.56,0.78,-1,-1,-1
140,1,692.77,657.25,712.81,197.70,0.70,-1,-1,-1
140,24,512.01,657.05,341.34,107.52,0.45,-1,-1,-1
141,1,715.48,665.32,682.27,190.13,0.66,-1,-1,-1
141,24,512.91,654.30,348.26,110.95,0.30,-1,-1,-1
